Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0.2245460332616516,0.0,-1.9557629104763974,1.1946979528393167,-0.12729940726516825,-0.23866380856018854,0.021947609361985223,-0.31889890269653554,0.18613963853285548,0.0,0.0,-0.12123202617656836,-0.25682826566068173,0
-0.4534932381131697,0.0,-0.03129755540730531,-0.8795103745102193,-0.28490954343153657,-0.37533744672449043,1.4708204652941244,-0.3886420715982743,0.18613963853285548,0.0,0.0,-0.12123202617656836,1.3292973387287503,0
-0.6985221790742214,0.0,-0.18162350062635982,-0.8795103745102193,-0.25796216123854504,-0.473750457681484,1.4752366991371404,-0.18608610499023895,0.18613963853285548,0.0,0.0,-0.12123202617656836,1.3394576322181173,0
-0.24938390894453497,0.0,-1.487950860074402,-0.8795103745102193,-0.4314102316046328,-0.4485275487942812,0.34731683030805827,-0.0609482951462328,-0.9231519911021343,0.0,0.0,-0.6804718122002787,-0.052992450785339096,0
-1.4721891215616434,0.0,-2.055130370381915,-0.8795103745102193,0.12161859560155333,-0.5793234579425617,1.2478518611431648,-0.6960629002177537,0.18613963853285548,0.0,0.0,-0.12123202617656836,1.0396849965075643,0
0.8764122416617753,0.0,0.461768744122683,1.1946979528393167,1.1192336434045673,0.9736831732039121,1.0837477238978421,1.0985370245410373,0.18613963853285548,0.0,0.0,-0.12123202617656836,1.0809677711982195,0
0.2245460332616516,0.0,0.6405298909516516,1.1946979528393167,-0.9379655460258585,-1.2088238377712506,-0.0029467479771157737,-0.968744774313427,2.404722897802835,0.0,0.0,2.6749669039419834,-1.123757115714276,0
-1.4721891215616434,0.0,-2.1101927888036665,-0.8795103745102193,-2.271301413069049,-2.0979157852458847,-1.5072920519457886,-2.0268289954725063,-0.9231519911021343,0.0,0.0,-0.6804718122002787,-2.2568431171423695,1
-0.07289576572182317,0.0,0.461768744122683,0.697684930971013,0.7504453234707676,0.5583673103886344,1.241539082215967,0.33105875939802537,0.18613963853285548,0.0,0.0,-0.12123202617656836,1.1660224601703941,0
0.5829479787780677,0.0,0.8266788390641504,0.697684930971013,0.5253474582662271,0.6830282263656221,0.15197615836469722,0.17064504865893973,-0.9231519911021343,0.0,0.0,-0.6804718122002787,0.22590554107315014,1
0.35339972946965464,0.0,1.020324751826462,0.697684930971013,-0.15006649155701415,0.16722133829873997,-0.3919063374300445,0.7619251298184915,-0.9231519911021343,0.0,0.0,-0.6804718122002787,-0.37591710777043125,0
0.8764122416617753,1.0,0.2902850510173811,0.697684930971013,0.5838163276377795,0.6830282263656221,0.1322625095167463,0.2252488320656032,-0.9231519911021343,0.0,0.0,-0.6804718122002787,0.24584018452093362,1
-1.4721891215616434,0.0,-1.487950860074402,-0.8795103745102193,-0.7903730128540724,-0.693650698030738,-0.2560831944486632,1.7518836756331653,1.2954312681678453,0.0,0.0,1.556487331894563,-0.9793241856921195,0
1.2775822509180437,0.0,1.2215756502689943,1.1946979528393167,1.804644123572336,1.6501944964791433,-0.1472620689342646,1.216225360090411,0.18613963853285548,0.0,0.0,-0.12123202617656836,0.7235217861685801,0
-1.4721891215616434,0.0,-1.2418825974008505,-0.8795103745102193,-1.1695841334856294,-1.6271094250024807,-0.18121248900618253,-1.7800759131583497,1.2954312681678453,0.0,1.0,1.556487331894563,-1.0677763947322885,0
-1.4721891215616434,0.0,-1.5591855870497442,-0.8795103745102193,-0.8310219651381187,-0.7238459676478477,1.2089934441260295,-0.8725708510892921,-0.9231519911021343,1.0,0.0,-0.6804718122002787,0.96916877592479,0
-0.07289576572182317,0.0,-0.3251261608248572,-0.8795103745102193,-0.14945421807663642,-0.0727088154730665,1.1640060687285056,-0.0609482951462328,-0.9231519911021343,0.0,0.0,-0.6804718122002787,0.9913111517027234,0
-1.4721891215616434,0.0,-0.46192253572791986,-0.8795103745102193,-1.0916866511110053,-1.6271094250024807,-1.5072920519457886,-1.1826182295476602,-0.9231519911021343,0.0,1.0,-0.6804718122002787,-1.3081916950099728,0
-1.4721891215616434,0.0,0.2902850510173811,-0.8795103745102193,-1.081632661131669,-1.4210117268426015,-0.3919063374300445,-1.3040579861083508,1.2954312681678453,0.0,1.0,1.556487331894563,-1.1716211800961043,1
-1.4721891215616434,0.0,-1.329436447453843,-0.8795103745102193,-0.8658435142647192,-0.6352708672061055,1.2189344229830763,-0.968744774313427,-0.9231519911021343,1.0,0.0,-0.6804718122002787,0.9821155351785146,0
-0.07289576572182317,0.0,-1.0495141476718508,-0.8795103745102193,-0.7974824705637615,-1.1185646336077608,0.06867303718851682,-1.4393186048761482,1.2954312681678453,0.0,1.0,1.556487331894563,-0.7786864844407426,0
0.8764122416617753,0.0,0.8266788390641504,-0.8795103745102193,0.32828306088064424,0.2846509543916297,-0.5059682851583214,-0.31889890269653554,-0.9231519911021343,0.0,0.0,-0.6804718122002787,-0.11607694684056544,0
0.4723153205103732,0.0,1.2215756502689943,0.697684930971013,0.357688125836744,0.58668938306937,-0.21737965524864494,0.5307740080750752,0.18613963853285548,0.0,0.0,-0.12123202617656836,-0.1054000307666323,0
1.2775822509180437,0.0,-0.3251261608248572,-0.8795103745102193,-0.7363746428211729,-0.32843814160131607,0.17103352023621246,-0.3886420715982743,0.18613963853285548,0.0,1.0,-0.12123202617656836,-0.39135378489059336,0
0.5829479787780677,0.0,-0.03129755540730531,-0.8795103745102193,0.1253893992112051,0.42604475287671956,0.04579181165646059,0.2252488320656032,0.18613963853285548,0.0,0.0,-0.12123202617656836,-0.11879094602981927,0
